,Description,Assignment group
5065,dear sir madam zip folder around miss follow path hostname zollerfgh document file grind trial datum software backup genius machine require urgent basis breakdown condition please retrieve back server,4
6533,hello always get error limit connectivity even good network telecom vendor,0
5257,dear team run report find balance carry forward show please advise good,2
4422,problem batch management,17
6761,hello various user link network can not log erp get onto local drive access file however use internet explorer like andthyerh cvdebrc vvmathkag username vanthyrdys every system without issue well,0
6919,email spam query,0
1709,unable take ethic course,0
6063,job fail scheduler,2
3487,configair server uacyltoe hxgaycze environment sid respond internal error try invoke method java util list iterator null object load local variable locallist happen log erp language german happening model csscdrill mill model case work fine come select product platform system hang,6
4387,outlook respond crm sync,0
3453,unable print erp job prtqv route,36
6709,erp blank screen,0
4903,ticket update,0
2702,dear sir able access engineering tool request help also till date nothing move ahead please nthryitin get install early good,0
7813,vpn link,0
1358,password reset request,0
412,can not print prtqx profile rqxw,23
3506,source port geolocation lisbon prt destination hostname tim iphone system name find user location usa sms status field sale yes dsw event log see datum relate event summary vid server response anubis sinkhole cookie set probable infect asset occurrence count host connection information mac address directionality incoming protocol tcp http code device isensor company com time utc action block vendor eventid cvss score priority version scwx processing sherlock rule sle inspector ontology type agent detail classification none accept impact flag vlan mpls label pad sensor src dst sport itype dport icode pro ttl tos iplen dgmlen seq xabbf ack xadc win tcplen option nop pcap security correlation dhcpd dhcpack via eth relay lease duration renew ascii packet hex aef cde bbf adc eaf move tempo rarily nginx date thu gmt cont ent text tml close cook anbtr sid bcfac doma myslidz xsso api mysli cdd cfac slidz addr arpa anubisnetwork xabba xfdce ceb bfb abb dce sep con tent html coo kie ddc dom content encodi gzip,12
2608,job payroll fail scheduler,2
8049,windows account lock,0
1655,owner group bhty plc yhhm available give approval add attach mail thvnfs anyhusppa inc name distribution list fyi well,0
5693,dear sir receive new system last week engineering tool download unable see old uploaded report kindly resolve good,11
3913,lock crm account,0
625,hello develop one application access database internally already check collogue work fine app make putyrh press tool team machine system configuration well name awywkwdx awylw awywkjswx office bit error get,11
5307,job sid hot fail scheduler,39
4418,dear sir please install vlc player system able play product demonstration wmp,0
496,windows account lock,0
1700,change password management toolpasswordmanager attempt logon erp recognize mthyike voyyhuek senior material engineer,0
4615,office least next month need password reset mail,0
6595,hello mr bghakch need network cable teleservice roboworker stay permanently connect,17
5961,new password update window,0
1168,please insert delivery note erp book,10
3992,hello please usa follow consultant attendance tool access company guest week roshyario mcfaullfhry sarhfa ssofgrtymerset josefghph hughdthes jofgyst langytge confirm do many,0
2065,install drucker ewew,17
